feature,n_tracks,n_nonzero_tracks,n_zero_tracks,nonzero_share,mean_tfidf,std_tfidf,mean_nonzero_tfidf,median_nonzero_tfidf,max_tfidf
hot,97883,2611,95272,0.026674703472513103,0.0030133488201264423,0.026633577143376476,0.11296653487569382,0.0739211803013608,0.9628499319800078
hour,97883,2647,95236,0.02704248950277372,0.0032684653770499684,0.025026013300792474,0.12086407121336686,0.0930982355518531,0.8977119626531519
hous,97883,3516,94367,0.035920435622120286,0.004262982307295502,0.030433109986135624,0.11867846905148055,0.08440923970281039,1.0
hug,97883,817,97066,0.008346699631192342,0.0012681282721992812,0.017557653604060443,0.15193170093963554,0.1130862392250015,0.9165543498317288
huh,97883,919,96964,0.009388760050264091,0.0013577620460022875,0.019996537954211722,0.1446156935243111,0.0892178291019848,0.9788393195420818
human,97883,1849,96034,0.018889899165330036,0.002942321197418037,0.02848290297843044,0.15576161480090303,0.1129011074473001,0.9758873579060632
hundr,97883,2407,95476,0.024590582634369605,0.002902672594248274,0.024770201804024828,0.1180400089500639,0.0842124176270969,0.90616798166533
hurri,97883,697,97186,0.007120746196990284,0.0010926782316017394,0.016934759472515208,0.15344996175591546,0.1134696399064722,0.9216834702741687
hurt,97883,5564,92319,0.05684337423250207,0.006587619933532982,0.03735239652912391,0.11589072644752138,0.07990446775881485,0.9754734782651656
ice,97883,1506,96377,0.015385715599235822,0.0019791936453965914,0.021319185326362677,0.12863838751152362,0.09507656863044045,0.9533288355819768
idea,97883,914,96969,0.009337678657172338,0.001352447253240827,0.017810920864235937,0.1448376307319167,0.11223372509088494,0.8639965851990814
ignor,97883,1336,96547,0.013648948234116241,0.0016768148039755602,0.017526068745881338,0.12285304151013453,0.09752200116955945,0.7731272627874208
illus,97883,964,96919,0.009848492588089862,0.0015071440669298447,0.018650394656205996,0.15303296960922613,0.1211671579169202,0.9346655997875846
imagin,97883,1576,96307,0.016100855102520358,0.0022314507159860706,0.02292253459132465,0.13859206245740138,0.10315511129526281,0.984422393886128
imma,97883,596,97287,0.006088902056536886,0.0008058971871071317,0.014562369895619343,0.13235509121746206,0.08538503617015261,0.805642615018436
innoc,97883,1136,96747,0.011605692510446144,0.0016407924737705665,0.01955547873389445,0.14137824798422918,0.107463023264297,0.8835705754466748
insan,97883,1367,96516,0.013965652871285105,0.0018467794152483852,0.020175445100251113,0.13223724177231724,0.0985482781771015,0.9320137207976692
insid,97883,10078,87805,0.10295965591573614,0.010217282661819828,0.040601327706551414,0.09923578872662335,0.0719638656782656,1.0
instead,97883,1322,96561,0.013505920333459334,0.0016486988856323599,0.017842266130229986,0.12207230939663562,0.0933262425927491,0.8187607527409384
jesus,97883,754,97129,0.007703074078236262,0.0013239838751998316,0.020128713659255868,0.17187733906655853,0.1180356260797367,0.8605852323257532
job,97883,938,96945,0.00958286934401275,0.0011182672650851568,0.014724171393377235,0.11669440800461664,0.09144806470198955,0.7908820383534992
join,97883,811,97072,0.00828540195948224,0.0012504143139187027,0.017706166993171554,0.1509177611458747,0.113389537348125,0.8067083690693871
joke,97883,912,96971,0.009317246099935637,0.0011941949110541394,0.015610605075687688,0.12817037333192144,0.09656275738899975,0.6475777039075925
joy,97883,1380,96503,0.014098464493323661,0.0021020127870204444,0.022784207016324033,0.14909515770429146,0.11858262328955971,0.9472210835963318
jump,97883,1731,96152,0.01768437828836468,0.0022855343055138374,0.024542753672019635,0.12924029718463947,0.0867404765274869,0.999085472080024
keep,97883,15592,82291,0.15929221621732068,0.014754808421940496,0.048978691306604684,0.09262730328147778,0.0634550973589982,0.8482885751355994
key,97883,1621,96262,0.01656058764034613,0.001995965169245952,0.019644970569053663,0.1205250207657628,0.0909717546795196,0.8079519600029658
kick,97883,1786,96097,0.018246273612373957,0.0020963739610699557,0.021734543839458494,0.1148932656390876,0.0818583727034702,0.96291221797173
kid,97883,2624,95259,0.02680751509455166,0.0032089912869166133,0.02717329784127167,0.11970491392426023,0.08131890122938745,0.8325127184711281
kill,97883,4912,92971,0.05018236057333755,0.006394723354120377,0.03951579670989242,0.1274297040047567,0.08611601557435686,1.0
killer,97883,513,97370,0.0052409509312137965,0.0009574196600141358,0.018969951353086118,0.18268052355002662,0.1153700053298792,0.9852359268434798
kind,97883,4531,93352,0.04628995841974602,0.005068942222021619,0.03203324646604975,0.10950414290844011,0.0769848008447149,0.8803071364003638
king,97883,1994,95889,0.020371259564990855,0.0030350350925893574,0.028874095225041408,0.14898612836906924,0.0995398044813844,0.9820026356455392
kiss,97883,6474,91409,0.066140187775201,0.007522957140637439,0.03977821118707155,0.11374260330506866,0.07820691162422465,0.966706294872262
knee,97883,2262,95621,0.023109222234708786,0.002676721921026256,0.02195477733776493,0.11582916525013838,0.09087112755748195,0.8415842453843417
knife,97883,1179,96704,0.012044992491035215,0.001657109503935203,0.01925020114552413,0.13757663237802328,0.1071302536020152,0.9041261725225604
knock,97883,1453,96430,0.014844252832463246,0.0020231957041516274,0.023362028343689053,0.1362948830760315,0.0936596225767247,0.9879418435576026
know,97883,44863,53020,0.4583329076550576,0.04106121584456786,0.07350779856289746,0.08958819050250398,0.0618092596218731,0.9543938584856768
la,97883,1567,96316,0.016008908594955202,0.006007646004772955,0.063254106921798,0.37526893036706516,0.2315565700239068,0.9970276353493276
ladi,97883,1836,96047,0.01875708754329148,0.0026698199632182026,0.02812709545971078,0.1423365944769539,0.0898826212927797,0.9781260392012352
land,97883,3049,94834,0.031149433507350614,0.003948689023694933,0.028427077811900996,0.12676599793582524,0.0978155559659988,0.9361790856005352
last,97883,8177,89706,0.08353851026225187,0.008644513768220924,0.03875885411961449,0.10347938622658294,0.0745077785952284,0.8156217267826297
late,97883,4508,93375,0.04605498401152396,0.0051656679859535416,0.03272625822769536,0.1121630611067193,0.0807039567765205,0.9261610874664774
later,97883,1104,96779,0.01127877159465893,0.001580493106805611,0.019548094808262896,0.14012989743972248,0.10011082629105594,0.8932396725245546
laugh,97883,3697,94186,0.03776958205204172,0.004239273180890449,0.02763089117739761,0.11224040485937241,0.0861259502708746,0.8827577093948535
law,97883,921,96962,0.009409192607500791,0.0013662055921306764,0.0188521260091874,0.14519902494519762,0.1084092752693436,0.9348058969192288
lay,97883,2451,95432,0.025040098893577025,0.0029576808587267692,0.024237730974057178,0.11811777865962969,0.0889730475205909,0.88221858510674
lead,97883,3272,94611,0.033427663639242766,0.0038961193588250252,0.02646436164881527,0.11655374425423898,0.0906619751284023,0.8147374744133266
lean,97883,835,97048,0.00853059264632265,0.0011531841803305576,0.01646685556297902,0.13518218817161193,0.1005222886659945,0.9564212522114032
learn,97883,4075,93808,0.04163133536977821,0.004924484423934136,0.031004198786354346,0.11828792855655092,0.0868053390487825,0.933067802304009
least,97883,1380,96503,0.014098464493323661,0.0017539348233276966,0.01831377971773943,0.12440608863172822,0.0974219274637581,0.7332257108761944
leav,97883,20225,77658,0.20662423505613844,0.018269161625179685,0.051556878578148974,0.08841732248986221,0.0625336255906313,0.9447002171806864
left,97883,1839,96044,0.018787736379146533,0.0022379325144864116,0.01966680100894279,0.11911666575066529,0.0969025885511214,0.7188281672337217
leg,97883,1168,96715,0.011932613426233361,0.0014713617746164825,0.016674896532871006,0.12330591145957635,0.09868271446327676,0.7698710116603156
less,97883,1613,96270,0.016478857411399324,0.002272866208030695,0.023062596726371665,0.13792620151312368,0.1002364429670417,0.9619982701038128
let,97883,23626,74257,0.24136979863714844,0.024522680359249673,0.06633524796729834,0.10159796502177414,0.0658956813828039,0.9264805566010909
letter,97883,1180,96703,0.012055208769653566,0.001694324553393095,0.019757542524466567,0.1405470934404884,0.10306807682191041,0.8877059368771837
liar,97883,579,97304,0.005915225320024928,0.00107973233627548,0.019337025158158633,0.1825344391565679,0.1273175252219919,0.9263790407210531
lie,97883,11896,85987,0.1215328504438973,0.011753562948037895,0.04516911840696746,0.09671099546425631,0.06825634069078325,0.9708070188310896
life,97883,21371,76512,0.2183320903527681,0.0203131107689971,0.05487100597607441,0.09303767822758613,0.0658582593691764,0.9686455018315168
lift,97883,1195,96688,0.012208452948928823,0.0018692680277099197,0.02251967557469698,0.1531126044822846,0.1115650914026679,0.9486747601631148
light,97883,14532,83351,0.14846296088186917,0.014248592757533695,0.04811030029943047,0.09597405758915983,0.06812218455904145,0.9558273535656184
like,97883,37780,60103,0.3859710062012811,0.03326278402769791,0.06537896999330262,0.08617948885609195,0.059665137907565446,0.9004764331181475
line,97883,5827,92056,0.059530255509128244,0.006151044040136105,0.032750853143314766,0.10332635039997294,0.0756787159472848,0.979219638988564
lip,97883,2832,95051,0.02893250104716856,0.003179901970046762,0.02359332092287518,0.10990760753322289,0.0840872721018216,0.9007396286338356
listen,97883,4787,93096,0.04890532574604375,0.005163513537922889,0.031233975286877422,0.10558182486578363,0.0745558921023232,0.9471123044315384
littl,97883,10704,87179,0.10935504633082353,0.011949062280565675,0.04836920060719978,0.10926850366298674,0.07396676785027301,0.9943648998331284
live,97883,14445,83438,0.1475741446420727,0.0149903780182429,0.05125972594952272,0.10157862039180823,0.0706322289874402,0.912300945642288
livin,97883,777,97106,0.007938048486458323,0.0010863664968307866,0.01681677914146476,0.13685561365416718,0.0915807313537192,0.941547137279772
load,97883,781,97102,0.007978913600931725,0.0010864998974457858,0.015895738824321052,0.13617140776144154,0.1031078066039992,0.8937402720967028
lock,97883,1926,95957,0.019676552618943025,0.002174080963450856,0.0195484424827273,0.11049094856981316,0.08525897625840095,0.9964488895220094
lone,97883,3552,94331,0.0362882216523809,0.0049309853139769665,0.03578638046351564,0.13588390638738948,0.0911452204260524,0.9858804169312876
loneli,97883,827,97056,0.008448862417375847,0.0013874159812806005,0.01915096144033117,0.164213347636867,0.1257105098686946,0.866490648013623
long,97883,13651,84232,0.1394624194191024,0.013784997198597238,0.04875152360916774,0.09884381223282494,0.0691043575392547,0.9720027501510252
look,97883,21092,76791,0.21548174861824831,0.017842393763025766,0.049938780993577805,0.08280234348123701,0.05759136746370145,0.929077749713443
lookin,97883,1186,96697,0.012116506441363669,0.001466547476022694,0.01907794043930399,0.12103715564547166,0.07733753607477295,0.9686654695353492
loos,97883,1017,96866,0.010389955354862437,0.0014129341356302885,0.017989092562885122,0.1359903952781706,0.1036581364436064,0.8191340026985537
lord,97883,2045,95838,0.020892289774526732,0.0034644563202324346,0.03199755531324243,0.1658246347155557,0.1147857379559569,0.9051875265828938
lose,97883,14709,83174,0.15027124219731722,0.014245115073968122,0.04789754946073456,0.09479601596201113,0.0671893983565172,0.9130296532691456
lot,97883,3311,94572,0.03382609850535844,0.0037685808179500463,0.02688313087860937,0.11141044886843987,0.080340509996824,0.913019449314753
loud,97883,1981,95902,0.0202384479429523,0.002342052393716374,0.021240732706842187,0.11572292501470964,0.0877234942031496,0.9159182434671058
love,97883,34299,63584,0.3504081403308031,0.04620347920707977,0.10253997969602507,0.1318561810906029,0.0820768025009731,0.9974761779446608
lover,97883,2526,95357,0.025806319789953312,0.003814425213944837,0.032359318662402804,0.1478097320730651,0.0984257126750942,0.9839534904690456
low,97883,2657,95226,0.027144652288957224,0.0034707926310269814,0.028863591204288514,0.12786285099842454,0.0915466781409702,0.9748257828732524
luck,97883,1227,96656,0.012535373864716039,0.001718060934726479,0.01968666795976264,0.13705701587109367,0.1036202204593236,0.7820738252393672
lucki,97883,771,97112,0.00787675081474822,0.001373886180913249,0.0209906546251678,0.17442295855555326,0.1161341632181688,0.9561816395417544
machin,97883,1110,96773,0.011340069266369032,0.0017599494510705646,0.0218075225009799,0.1551974163235496,0.11374389945855826,0.9949777727891396
mad,97883,2253,95630,0.02301727572714363,0.0028885495380634426,0.02657687665584206,0.12549484883899867,0.088246150190326,0.9614406064003946
magic,97883,1513,96370,0.015457229549564275,0.0023692791609332834,0.025796023003326677,0.15327967753445643,0.1036679077010056,0.9677296713216011
make,97883,31512,66371,0.3219353718214603,0.025488988571177346,0.055748201089938505,0.07917424055320361,0.055397751585420096,0.9005466417764141
mama,97883,1326,96557,0.013546785447932736,0.00210713560480056,0.026616585371653873,0.15554506365361478,0.0928473237081254,0.9692121486267335
man,97883,12031,85852,0.12291204805737461,0.012825991991351737,0.049858734335174466,0.10435097449002427,0.0706971832499864,0.980736480382416
mani,97883,5017,92866,0.05125506982826435,0.00576814300315201,0.03321205261924465,0.11253799911850271,0.0830663551438356,1.0
march,97883,673,97210,0.006875555510149873,0.001205939876283144,0.01849478497331898,0.17539526435397174,0.1367858568798007,0.9646489505981088
mari,97883,425,97458,0.004341918412798954,0.0010716690563070989,0.022193322300484798,0.24681925232590063,0.1542983295333901,0.996154386127081
mark,97883,1065,96818,0.010880336728543261,0.0014736599583851364,0.017391104383791857,0.1354424954991665,0.1081724409044954,0.7859836424509079
marri,97883,673,97210,0.006875555510149873,0.00111864358583664,0.018093621162062014,0.16269864801255252,0.1103497393084183,0.8933933838126566
matter,97883,4190,93693,0.04280620741088851,0.005243038567082746,0.03338115709936996,0.12248313700758007,0.0853292772843253,0.950597237424706
may,97883,7965,89918,0.08137265919516157,0.008315199139194377,0.037495537112629124,0.10218664624504244,0.0742078559909073,0.8562387833452706
mayb,97883,5759,92124,0.05883554856308041,0.007298539857286847,0.04096641929622881,0.12404983102115098,0.0842876731343276,0.9812224254386775
mean,97883,7735,90148,0.07902291511294096,0.007968859079036605,0.037171365689029234,0.10084238309416159,0.0719511337234615,0.895390861348905
meet,97883,5502,92381,0.05620996495816434,0.0057300183181682365,0.0314790072890258,0.10193954617180324,0.07549939744590185,0.9309470962482264
melodi,97883,673,97210,0.006875555510149873,0.001075029208577616,0.01673028223361088,0.1563552511488897,0.1127373943036261,0.97533682747586
melt,97883,1059,96824,0.010819039056833159,0.001528385394021832,0.018572346070133455,0.14126812797265248,0.1112556581774507,0.9921092821832526
memori,97883,3868,94015,0.03951656569577965,0.004604936624824694,0.028603071376336123,0.11653180239082615,0.090668207978882,0.932846145330152
merci,97883,708,97175,0.00723312526179214,0.0012907119587568681,0.020092669125692374,0.17844457437711655,0.12720727917870428,0.9415312306276362
mess,97883,2025,95858,0.020687964202159723,0.002523012685435138,0.02324604269421402,0.12195558058688771,0.0884728701357877,0.8844040058577123
messag,97883,926,96957,0.009460274000592545,0.0012846332801298003,0.017495545206578544,0.13579239671592358,0.0958542788249667,0.9848164004725508
middl,97883,1403,96480,0.014333438901545722,0.0019823682480226462,0.022088618242949373,0.1383037428518893,0.100863045057097,0.9569538369816358
midnight,97883,880,97003,0.008990325184148423,0.0015604919374412897,0.022204112895239148,0.17357458217337018,0.1178509809506099,0.967043705182692
mile,97883,1652,96231,0.016877292277514992,0.0023421983766571974,0.023465988287508465,0.13877808940819397,0.10272123496795979,0.9799934086106714
million,97883,1788,96095,0.018266706169610656,0.002328930573562452,0.023187373563803973,0.12749592356376593,0.09040280306997195,0.9667009496363638
mind,97883,13973,83910,0.14275206113421124,0.01341667861403416,0.047168168613313806,0.09398588368836366,0.0660499755515115,0.9434132750249086
mine,97883,4828,93055,0.04932419316939612,0.006046315054935907,0.03652453887684096,0.12258315172375547,0.08597658978477744,0.993754398282534
minut,97883,1755,96128,0.01792956897520509,0.002238813937237409,0.022875718067804612,0.12486713653482011,0.0851137609376145,0.9530133098868462
miracl,97883,568,97315,0.005802846255223072,0.0011330823549449904,0.020349623030398972,0.19526320448781775,0.13063068521005095,0.9600758144878444
mirror,97883,1971,95912,0.020136285156768796,0.0024745140885612913,0.022601809829921892,0.12288831178622267,0.0927281632220985,0.8952490746063597
miseri,97883,812,97071,0.008295618238100589,0.0013143846650927526,0.01816084717687671,0.15844324405575605,0.12521340056317676,0.8454738750556394
miss,97883,5208,92675,0.0532063790443693,0.006769270855106126,0.04098509959645465,0.1272266780165808,0.08297439483007266,0.9658588169174076
mistak,97883,2253,95630,0.02301727572714363,0.0027947865593099517,0.023131495807906553,0.12142125733907501,0.0939701256230765,0.9563082416374428
mmm,97883,533,97350,0.005445276503580805,0.0008880301835588897,0.01759569294383418,0.16308266127072193,0.0994025849534812,0.9891526495149604
mom,97883,802,97081,0.008193455451917084,0.0010711898903649076,0.01678391819039068,0.13073725690597038,0.0872344968465313,0.9354860402411876
moment,97883,4081,93802,0.041692633041488306,0.0049452932692726674,0.030878642077547442,0.1186131195972106,0.0869994445515413,0.7543010438282984
money,97883,3839,94044,0.039220293615847494,0.004555247660409985,0.03329455505218218,0.11614516976918741,0.0770609437195701,1.0
moon,97883,3576,94307,0.03653341233922131,0.004807313326584704,0.03276480887525882,0.13158675904532735,0.0965271048826119,0.9397090868773572
moonlight,97883,733,97150,0.007488532227250901,0.0012537200856918703,0.01829041834696373,0.16741866732302502,0.1252389388806663,0.9727211507164344
morn,97883,4589,93294,0.04688250257961035,0.00550178487711457,0.03335544089127894,0.11735262783321106,0.0855687567921253,0.9217364746129746
mother,97883,2723,95160,0.027818926677768356,0.0035833159949020576,0.028518343384994486,0.12880856391075948,0.0926291677694444,0.9496802466995083
motherfuck,97883,656,97227,0.006701878773637915,0.0009047222070631622,0.015509323957111942,0.1349953106615297,0.08823407785402425,0.7762329254321396
mountain,97883,1739,96144,0.017766108517311485,0.0026236667964229924,0.02491077394178864,0.14767819265915572,0.1139456436585732,0.941437660371178
mouth,97883,3179,94704,0.03247754972773618,0.0036615508026626572,0.02580892336684081,0.11274098056528119,0.0855443989083638,0.8409655965678126
move,97883,7587,90296,0.0775109058774251,0.007947438002985661,0.039105243887464516,0.1025331585667913,0.0709349127162168,0.969028711003748
movi,97883,1019,96864,0.01041038791209914,0.0013053836766218855,0.016927858002532655,0.12539241454247305,0.093193854738798,0.9042130369896548
mr,97883,575,97308,0.005874360205551526,0.0011740980598534442,0.022269160488523853,0.19986824416110377,0.1085312479966377,0.9838143909688232
much,97883,10764,87119,0.10996802304792457,0.01088093753894453,0.04314321649772929,0.09894637765928165,0.0708630165968913,0.9819639217883755
murder,97883,774,97109,0.007907399650603272,0.0012224612802976928,0.019216210278647075,0.15459712855216934,0.10532173501447756,0.9600760297059364
music,97883,2573,95310,0.026286484885015785,0.0035877506884295107,0.031353616089648054,0.13648651404412973,0.0890270183901748,0.9576972005807995
must,97883,5028,92855,0.051367448893066214,0.006179002632965799,0.03570392966606712,0.12029023761388054,0.08638796677705995,0.8261509767012204
mysteri,97883,992,96891,0.010134548389403676,0.0015615217904881322,0.019845178295155287,0.15407906997817525,0.11674072592083726,0.8595178684594759
na,97883,545,97338,0.005567871847001011,0.002997869922059378,0.04730128869403439,0.5384229386806203,0.5490787177738771,0.9986928920172982
nah,97883,437,97446,0.00446451375621916,0.0007691774539545567,0.018226394665683224,0.1722869490284528,0.0894604857134794,0.9883200662722152
nake,97883,858,97025,0.008765567054544711,0.0012869131519584235,0.01816343573674609,0.14681459213653422,0.10918020248407945,0.9560941787180596
name,97883,7053,90830,0.07205541309522594,0.007432842811092981,0.036808503307218556,0.1031545374845051,0.0740006198688409,0.9121836169705604
natur,97883,1382,96501,0.014118897050560363,0.002138933201965958,0.02368598362565033,0.1514943549985773,0.1111180343606916,0.9847521296437672
near,97883,2265,95618,0.023139871070563835,0.0028220226343880104,0.022894818381687724,0.12195498521933847,0.0977639365421034,0.909036238571354
neck,97883,1273,96610,0.013005322681160161,0.0015101662751294982,0.016644066773482426,0.11611909309387326,0.0902949773524754,0.9385115697069216
nee,97883,3475,94408,0.035501568198767916,0.0038101572332212737,0.025634563549366645,0.1073236317868771,0.0809146784684569,0.82806338999117
need,97883,15741,82142,0.1608144417314549,0.0160709011167017,0.05446556170370409,0.09993443961667699,0.0659665356463921,1.0
never,97883,26433,71450,0.27004689271885823,0.025315253415070682,0.06317602164532916,0.09374391669607551,0.063370972054565,0.9148295405170156
new,97883,7816,90067,0.07985043368102734,0.008361309870849898,0.03942359347856811,0.10471214100414541,0.074773157046143,1.0
news,97883,1058,96825,0.010808822778214808,0.0013630009324087946,0.017832429371570164,0.1261007752995936,0.09047295121761495,0.978047942923101
next,97883,3464,94419,0.03538918913396606,0.0038732012459853963,0.027355066255235604,0.1094458884413362,0.0781642791967203,0.8837255955780967
nice,97883,1855,96028,0.01895119683704014,0.002335049453625437,0.02304165318419524,0.12321382515860843,0.0879014570517519,0.952654959113262
nigga,97883,1525,96358,0.015579824892984482,0.003859637547478192,0.0401354812244292,0.24773305053102151,0.1817737233946922,0.9825342835675565
night,97883,18164,79719,0.1855684848237181,0.016972766123355867,0.05256594514598816,0.09146362400641062,0.06244592200435175,1.0
nightmar,97883,778,97105,0.007948264765076674,0.0012144550373638264,0.01712779366406825,0.1527949902600044,0.1159657604360586,0.8946700955916339
nine,97883,1242,96641,0.012688618043991295,0.0016643224012217182,0.02004176379137205,0.13116656167374027,0.09463010507785061,0.995407100156721
nobodi,97883,3643,94240,0.037217903006650795,0.005074081881039645,0.03699528683945638,0.1363344377605829,0.0867111328241549,0.96569313807404
nois,97883,995,96888,0.010165197225258727,0.0014339034046480066,0.018924658079075535,0.141060067293629,0.1034403861759874,0.9266671564486142
none,97883,1138,96745,0.011626125067682846,0.0016158612463326807,0.019482623314253288,0.13898536588293656,0.1015703366751894,0.861710213755051
noth,97883,14271,83612,0.14579651216247969,0.014929164731320235,0.052575404162889944,0.10239726938517403,0.0694593441455508,0.9848314005157818
notic,97883,1273,96610,0.013005322681160161,0.0017540170415055705,0.019503644428266045,0.13486916737917498,0.1058531280264738,0.9580321754548372
nowher,97883,1785,96098,0.018236057333755606,0.0026280968287217795,0.025579083989149855,0.14411540721892097,0.1055100665727225,0.8911353667769965
numb,97883,812,97071,0.008295618238100589,0.001264531646365965,0.017414394404374554,0.1524336836714775,0.11687625533325165,0.8275643467764637
number,97883,1636,96247,0.016713831819621383,0.0020792563716682563,0.022263426803346646,0.1244033321687066,0.08580100290696635,0.8253849590538264
ocean,97883,2040,95843,0.020841208381434977,0.002850496159264873,0.024959601926936834,0.13677211546927623,0.1045331440021445,0.9139118857928796
oh,97883,22479,75404,0.22965172706190043,0.03227136477172442,0.09444723894050154,0.14052306588152058,0.0851382273350425,1.0
ohh,97883,855,97028,0.00873491821868966,0.0017259632199516362,0.025460081954473635,0.19759351796318833,0.123058214511921,0.9893062801340052
ohoh,97883,365,97518,0.003728941695697925,0.0010626088359664187,0.022672104340869657,0.2849625772353451,0.2102771831726215,0.9846266398023856
ok,97883,920,96963,0.009398976328882442,0.0015545886570569832,0.02225871713401593,0.16539978425946597,0.10956381550686234,0.9897785995039562
okay,97883,1941,95942,0.01982979679821828,0.0026319949632087436,0.02602566467381833,0.1327292957154876,0.0888711547905748,0.9507013608538288
old,97883,7564,90319,0.07727593146920303,0.007980453061824211,0.03705934394685896,0.10327216909710989,0.07533740781724971,0.8600735660042507
one,97883,29733,68150,0.3037606121594148,0.026662145211348933,0.06278396594764846,0.08777354319182283,0.059763389533663,0.957270000636924
ooh,97883,3924,93959,0.04008867729840728,0.007612380230412011,0.054095152914897256,0.18988853570168676,0.11136884554313235,1.0
oooh,97883,751,97132,0.00767242524238121,0.0016423006087512711,0.026096970346087867,0.2140523441896147,0.1349660941029588,0.9907267027368412
open,97883,6434,91449,0.06573153663046699,0.006857278692391711,0.03390154604412285,0.1043225070325424,0.07873746041263574,0.8761583056766803
other,97883,1551,96332,0.015845448137061593,0.002040856413099485,0.02014688415146301,0.12879764557280263,0.0992828171451266,1.0
outsid,97883,2617,95266,0.026736001144223205,0.00333060693515079,0.02615723033072072,0.12457386267992542,0.0936689509721795,0.8255275212106222
outta,97883,697,97186,0.007120746196990284,0.0009640695066943446,0.016536375134143813,0.13538883145446562,0.0846640045854189,0.8742420134024921
pack,97883,1174,96709,0.011993911097943464,0.0012964299083706415,0.014543387174628464,0.10809067182371679,0.08390610855654446,0.6417656669343681
page,97883,1015,96868,0.010369522797625737,0.0013058087342397936,0.015784704838753456,0.12592756289024015,0.0988652708818095,0.7243869808073259
pain,97883,7355,90528,0.07514072923796777,0.007783771235688479,0.03596696881280955,0.10358924267340523,0.0775199940429028,0.9751903481371228
paint,97883,1727,96156,0.01764351317389128,0.0022533098969758723,0.02166572703430206,0.12771322098766025,0.0990856931200973,0.8836581457067197
paper,97883,1288,96595,0.013158566860435417,0.0016147639127439709,0.01852912720011469,0.12271578887509166,0.09120052613742824,0.9241903210378614
paradis,97883,769,97114,0.007856318257511518,0.00142590724701965,0.021804976629362847,0.1814981522236988,0.1223581881708346,0.9501645789555372
park,97883,1038,96845,0.010604497205847798,0.0012636213953909252,0.01573102643037496,0.11915901064070321,0.09177194303917646,1.0
part,97883,3550,94333,0.0362677890951442,0.004338791107460212,0.02958592292339638,0.11963208168212054,0.0871569752939366,0.9164287619108672
parti,97883,2122,95761,0.021678943228139718,0.0029745416724981776,0.028840249500576575,0.1372087947828177,0.08535304092548635,0.9820638264056336
pass,97883,5078,92805,0.05187826282398374,0.0056077116539661855,0.03150321518410426,0.10809366676352346,0.0814126571744061,0.8361570641742231
passion,97883,1259,96624,0.012862294780503254,0.0017209445295657364,0.01943806613205913,0.1337976277898991,0.1039657795222162,0.9871275314576944
past,97883,4032,93851,0.041192035389189134,0.004280177954199089,0.026002666848731325,0.10390790146102911,0.0807628357771567,0.7998422414642876
path,97883,1704,96179,0.017408538765669217,0.002292456660748806,0.020599442764901714,0.1316857601667109,0.11047337560436195,0.8014949583698662
pay,97883,3583,94300,0.03660492628954977,0.0038937727299177263,0.026925810878595646,0.10637291546819337,0.077148927401628,0.8842290399325888
peac,97883,2767,95116,0.028268442936975776,0.0036137930652054284,0.027341675945373147,0.12783841944398375,0.0970465096641915,0.8743289699568905
peopl,97883,7284,90599,0.07441537345606489,0.007927255753162974,0.03879982805168836,0.10652712450396093,0.0753407945845681,0.8603899011742906
perfect,97883,2646,95237,0.02703227322415537,0.003445912734809124,0.027688849245410874,0.12747402729452814,0.09067463982002955,0.7991517358087945
person,97883,1170,96713,0.011953045983470061,0.0016584315658566132,0.019642115653512066,0.1387455187698657,0.10432234981930125,0.9006042734586303
phone,97883,2364,95519,0.024151282653780533,0.0024429788825125606,0.020557358724285046,0.10115317341665693,0.07466862886278819,0.9393763224312536
pick,97883,2578,95305,0.026337566278107537,0.0028955393223537456,0.023707166667780093,0.10993951725754529,0.0806929435357032,0.990714960079594
pictur,97883,2349,95534,0.023998038474505278,0.0026787570431281126,0.02270315494127689,0.11162399985206857,0.083749729283139,0.9449880995091758
piec,97883,2461,95422,0.02514226167976053,0.0032234008836936156,0.026889301611924987,0.1282064805764251,0.0911180756760059,0.9479321584606292
pill,97883,787,97096,0.008040211272641828,0.001016951824505404,0.014555099243309994,0.12648322164938047,0.0983340199219898,0.9878837371518772
place,97883,9676,88207,0.09885271191115924,0.009339448457358946,0.037461426971766694,0.09447842428190015,0.07049739014775436,0.8886687565814166
plan,97883,2648,95235,0.02705270578139207,0.0028725377958688843,0.021879779926244094,0.10618301248981647,0.0819365168987197,0.8878228478845334
play,97883,8746,89137,0.08935157279609329,0.008422747414841785,0.037962196019613384,0.09426523956173775,0.0665615205926386,0.9754003754589604
pleas,97883,6072,91811,0.062033243770624115,0.007682858823470972,0.04108849780420072,0.12385067032572615,0.08685769532240945,0.984874788531734
pleasur,97883,1049,96834,0.010716876270649654,0.0015732261225801373,0.0190688143516987,0.14679894428647433,0.1161213819057272,0.8386592637523884
pocket,97883,963,96920,0.009838276309471513,0.0011565508695225127,0.015366458285148302,0.11755625001191289,0.0908628409681171,0.8890584590473668
point,97883,2217,95666,0.022649489696883015,0.0026536711619006715,0.02230204973277908,0.11716251436189601,0.0918029499919586,0.8609449620047422
poison,97883,1222,96661,0.012484292471624286,0.0018757282120622153,0.021637266245158795,0.15024705775882635,0.11696200193319906,0.944626014166582
poor,97883,1112,96771,0.011360501823605734,0.0017125318216329078,0.020818265517005257,0.15074438156195494,0.11419206541025725,0.93525769130176
