genre,n_valid_windows,mean_relative_position,median_relative_position,mean_absolute_relative_position,feature
soundtrack,44,-0.1228929054896577,-0.13937455212123584,0.12930107928651668,light
synthpop,41,0.050898581852352374,-0.014312040893339735,0.11683333985408151,light
thrash metal,37,-0.017852977728948054,-0.02098675289679408,0.04932345172777503,light
alternative rock,37,0.04308746775098843,0.0718842232332518,0.08177880533177162,breath
ambient,43,-0.1293601250613272,-0.13790715170321147,0.13215385503938368,breath
black metal,36,0.12090298667096559,0.05611468431743785,0.13131461351113244,breath
blues,61,-0.0915427392158368,-0.10614987161577633,0.11044137474461221,breath
bossa nova,54,-0.14077181847440487,-0.14790690358847036,0.14077181847440487,breath
brazilian rock,34,-0.12360527566004646,-0.14953480133652108,0.12979648476370975,breath
classic rock,61,-0.08614909167976273,-0.10321059634660838,0.09794032060925263,breath
country,53,-0.01783606410423365,-0.03776578393198113,0.10848412814688271,breath
death metal,33,0.11200406768079409,0.12675468923889965,0.1354291373453651,breath
disco,46,-0.11089050066936705,-0.11479840312659434,0.11414652307300216,breath
doom metal,33,0.19599033434000238,0.20471787088175208,0.19599033434000238,breath
dream pop,34,-0.009141369069514474,-0.01082993912914247,0.07614511361718637,breath
easy listening,47,-0.03841040048182157,-0.10814452763745912,0.1525203952547328,breath
electronic,45,-0.006069103475663978,-0.04709073286001833,0.10904263313937322,breath
experimental,52,0.02636724731846888,-0.007409112908586719,0.1093596890724236,breath
folk,57,0.042765218833408426,0.019424947267473305,0.12028326006144989,breath
funk,51,-0.10593377420880255,-0.13959015790555915,0.1450232439426223,breath
glam rock,39,-0.00542857254912393,-0.08788494709763658,0.15544834145905734,breath
gothic rock,34,0.14636902742601215,0.11225888816494611,0.17506461924891026,breath
grunge,32,0.09000500031021604,0.026525975668572496,0.10655489605810664,breath
hard rock,51,0.015014280653773707,0.0003243916383010026,0.0698575032212452,breath
hardcore,39,0.0880899632750269,0.08562923974681193,0.13547811351853725,breath
hardcore punk,32,0.036510627369579635,0.04494134621707127,0.11543033240152076,breath
indie rock,33,-0.05508068158815764,-0.055219632236025655,0.06727035746392397,breath
industrial,35,0.06836775621125085,0.0022485440589939056,0.11627626656447994,breath
jazz,61,-0.10012279104997762,-0.11297328808792331,0.10273046322785752,breath
latin,40,0.034176382770807125,0.04715657757981544,0.08273793509562404,breath
metal,48,0.06680164739459238,0.03473383150306063,0.10226049553940508,breath
mpb,53,-0.10462430053371796,-0.11735819554253706,0.1059918011298762,breath
new wave,43,-0.0047287210101427364,-0.038685812344415524,0.1034502919430156,breath
pop,57,0.025586675463463025,0.0153677853189132,0.05610511868718496,breath
pop rock,32,0.05017676562613934,0.025751280584322217,0.11682023002323638,breath
post-hardcore,35,0.2202198660830724,0.2505376448600194,0.24533699503658712,breath
post-punk,43,0.11620085945078563,0.08066937520252547,0.12019850389542908,breath
power metal,34,-0.03349087856069284,-0.024649085366403055,0.05884701538530733,breath
progressive metal,32,0.20307110098002618,0.19822406650829993,0.23784590792308896,breath
progressive rock,53,0.0220637415241053,0.04679263497453814,0.08815784597093224,breath
psychedelic rock,48,0.008783150561277563,-0.06683350489148651,0.14811147285919304,breath
punk,47,-0.045473352797606635,-0.05625973656025801,0.07295769929603162,breath
rap,32,-0.07250238291052154,-0.09574518980352392,0.09976666944643017,breath
reggae,42,-0.10658288775077564,-0.1087683884304317,0.11493507339542137,breath
rock,61,-0.032800371283497276,-0.02813081893860919,0.05352992100642371,breath
samba,42,-0.12372701819978756,-0.1414173790501796,0.1478477947387324,breath
shoegaze,35,-0.01031780872707491,-0.01038832276913056,0.07342524724192614,breath
singer-songwriter,56,0.050170248911244754,0.03234349549573551,0.10205982869084902,breath
soft rock,49,-0.08288447789666556,-0.11735819554253706,0.10756729542608823,breath
soul,61,-0.05769151469591304,-0.0689555753457856,0.07221213894056158,breath
soundtrack,44,-0.082953261273282,-0.1069515301456336,0.09818281429288446,breath
synthpop,41,-0.09371642644905351,-0.11230824401188373,0.10000651876787996,breath
thrash metal,37,0.17124377970220775,0.12245660153066429,0.17987922171496476,breath
alternative rock,37,0.024595458352576306,0.05168818023046733,0.0868169995172454,insid
ambient,43,-0.13099026894355592,-0.1489221033105742,0.13776434995006437,insid
black metal,36,-0.12979490121522275,-0.11274031120635492,0.12979490121522277,insid
blues,61,-0.08575187033534604,-0.09669182587860387,0.10608494616121517,insid
bossa nova,54,-0.05407535964056954,-0.07384722200870761,0.12194685545711949,insid
brazilian rock,34,-0.1934868097796467,-0.21042589678257295,0.19619285121175284,insid
classic rock,61,-0.023601455534763376,-0.04041235059852865,0.07908560850438323,insid
country,53,-0.10228716940756158,-0.12883987490200693,0.15867066489807105,insid
death metal,33,0.1519559696974763,0.12282614048191003,0.15495346173806596,insid
disco,46,-0.03955229298162808,-0.0785029183819631,0.13117972568737085,insid
doom metal,33,0.21062446289802683,0.22799030465730477,0.22288298267909742,insid
dream pop,34,0.28571229470533016,0.15312621291509715,0.31893017553294867,insid
easy listening,47,-0.028733865573760904,-0.06380125860434163,0.1514762649879402,insid
electronic,45,-0.14528320594062683,-0.12014455125964543,0.15714462963365183,insid
experimental,52,-0.03835303415363051,-0.06990443136745801,0.13919083992693396,insid
folk,57,-0.0664163462669009,-0.08279015487571302,0.11030001218376494,insid
funk,51,-0.04667332903671239,-0.08567222173158726,0.10849691513475396,insid
glam rock,39,0.006768125708821331,-0.00017464138643976215,0.08147544282742586,insid
gothic rock,34,0.19066183353532978,0.19104542304127486,0.19195829314008042,insid
grunge,32,0.07119142042402805,0.06633704740348771,0.07808479020089115,insid
hard rock,51,0.11316855770257149,0.08925264810461749,0.14201031797034327,insid
hardcore,39,0.057223026351605366,0.03759917764761148,0.16957668279598048,insid
hardcore punk,32,0.06891214404267423,-0.018687205957474733,0.18113932145327738,insid
indie rock,33,-0.029323166128326108,-0.05939603936418673,0.08708381585830834,insid
industrial,35,0.09264319450999707,0.0711784655515773,0.13704687890928932,insid
jazz,61,-0.0971013358113647,-0.09275587295113842,0.10939268234496434,insid
latin,40,-0.09523791900150068,-0.08037677473386512,0.09930214790225159,insid
metal,48,0.29567657330624253,0.30296822995020734,0.29739368129217425,insid
mpb,53,-0.03275086418789354,-0.04312734183580726,0.06630894056953905,insid
new wave,43,-0.0034361032329058515,0.0028707272713383004,0.06427901470089294,insid
pop,57,-0.05645455852729577,-0.04081031648703077,0.07162039998007122,insid
pop rock,32,0.027079435537053845,0.030733756708205287,0.10686984192980253,insid
post-hardcore,35,0.2323219702197751,0.16913994502899182,0.24202423539222043,insid
post-punk,43,0.0035911563894999486,0.004190011776324474,0.06786150983623467,insid
power metal,34,0.14045939860059978,0.18369363967344948,0.2143658706757248,insid
progressive metal,32,0.26152820489106215,0.2677249597554767,0.2693457103723479,insid
progressive rock,53,0.023466211054113298,0.04686102878896322,0.13497812940395398,insid
psychedelic rock,48,0.053541354167037696,0.07488813363618851,0.1127695379537748,insid
punk,47,-0.023806465302657665,-0.022569295569950996,0.08726135032005654,insid
rap,32,-0.12532359804063037,-0.12312991689228266,0.12532359804063037,insid
reggae,42,-0.17167249000689,-0.20043725986822516,0.17264575366533583,insid
rock,61,0.019836577555905382,0.004184865360692112,0.08210130695099307,insid
samba,42,-0.10527678076270253,-0.129815086902426,0.131469976418306,insid
shoegaze,35,0.08203949512072846,-0.0032100286961519128,0.16781431667455332,insid
singer-songwriter,56,0.006699644018738814,0.005899613479250404,0.07989016319471524,insid
soft rock,49,-0.03211736538713103,-0.03635825500330215,0.08298816166638204,insid
soul,61,0.022377827568067964,-0.004927496054579393,0.09434055007204872,insid
soundtrack,44,-0.11664550980388362,-0.12208571623435927,0.13148832495228963,insid
synthpop,41,-0.024975565255171042,-0.03560533181178167,0.0811700946994126,insid
thrash metal,37,0.16903051419557005,0.14039340467673284,0.16903051419557008,insid
alternative rock,37,0.04696917444671203,0.06017934307088829,0.0817541743232351,everyth
ambient,43,-0.1690605249746486,-0.20092318747465437,0.19342394363751614,everyth
black metal,36,-0.12376746340506882,-0.1294150126961336,0.12410442254561745,everyth
blues,61,0.0003336523248878369,-0.055442765487522534,0.13332889143506288,everyth
bossa nova,54,0.26973858146422924,0.23396905539184687,0.3059811256506833,everyth
brazilian rock,34,0.5164062026537198,0.5144751120785032,0.5164062026537198,everyth
classic rock,61,-0.02156507279262246,-0.012152175817270643,0.05766490343129358,everyth
country,53,-0.0016168348400324632,-0.0010088061558527646,0.0769290216613473,everyth
death metal,33,-0.1460817283620263,-0.14774117870866854,0.14608172836202632,everyth
disco,46,-0.09508922087286138,-0.10497070875771947,0.1067618347994029,everyth
doom metal,33,-0.15766898293412354,-0.16132168804385225,0.15766898293412357,everyth
dream pop,34,-0.012045411659427274,-0.06163965580961667,0.13940719967983156,everyth
easy listening,47,0.006272092231765642,-0.031337832507624154,0.15542930558378878,everyth
electronic,45,-0.08224699072769667,-0.1103720087263345,0.13132524038632076,everyth
experimental,52,-0.10225161602566983,-0.12256698190133747,0.10782958263678905,everyth
folk,57,-0.08495453246700811,-0.0818131635237697,0.1119665145060805,everyth
funk,51,0.014484753899967421,-0.02076695537743227,0.11731223055836051,everyth
glam rock,39,-0.09878472525027922,-0.10271639300769632,0.13696098541305676,everyth
gothic rock,34,0.07521636223868776,0.07848906229773825,0.17427734369975165,everyth
grunge,32,0.08417278849710495,0.0377852376770762,0.11849336238071195,everyth
hard rock,51,-0.03438239619793454,-0.03199043202964338,0.070595089126069,everyth
hardcore,39,0.10433986967213346,0.156468550334313,0.18761402527365645,everyth
hardcore punk,32,-0.04495662122880696,-0.03859314634043119,0.09868110405300021,everyth
indie rock,33,-0.0013601217117188032,0.008659570987156492,0.06534439363742611,everyth
industrial,35,0.021562343877164703,-0.0066810298578173066,0.08561903725226042,everyth
jazz,61,-0.10578853191418554,-0.13218578920332846,0.12069131966534768,everyth
latin,40,0.15434371182157164,0.1834773807083865,0.16867004516726566,everyth
metal,48,-0.05272187819275659,-0.03005069307754557,0.07811159044820438,everyth
mpb,53,0.5055898065765444,0.43274769446915795,0.5055898065765445,everyth
new wave,43,-0.02150933898403291,-0.016076375999100827,0.05664731308669257,everyth
pop,57,0.0901356517322939,0.05776958015564385,0.10086918488457436,everyth
pop rock,32,0.11528464568223881,0.14755882072945975,0.14440582612428046,everyth
post-hardcore,35,0.057958393869566506,0.1065424436758296,0.12986119008222652,everyth
post-punk,43,0.0005122286706134326,-0.014151065339321018,0.06399757873948403,everyth
power metal,34,-0.14558097788514052,-0.16075127907860798,0.152360969360789,everyth
progressive metal,32,-0.07991439172112355,-0.07328852946845656,0.08150719677867238,everyth
progressive rock,53,-0.02197831019535126,-0.03410171431126526,0.07462492059291627,everyth
psychedelic rock,48,0.04430404377355281,0.04032884762470912,0.1195300453547435,everyth
punk,47,0.008669118104434147,0.02297698191793437,0.07592254160973787,everyth
rap,32,-0.061122497876296845,-0.0922798177049858,0.09003702427604253,everyth
reggae,42,-0.011967779380359414,-0.05153139894264645,0.1084059867000817,everyth
rock,61,0.05929684072139572,0.06719767353451751,0.11267571490580242,everyth
samba,42,0.12459542900365975,0.11912719113865039,0.17549423712626075,everyth
shoegaze,35,-0.04131158126743683,-0.042549567292944596,0.0885060498830657,everyth
singer-songwriter,56,-0.004180632053085228,-0.007205368403290703,0.06953355665250394,everyth
soft rock,49,0.05747310825906196,0.025850335325695875,0.11438944405076773,everyth
soul,61,0.012757002732078275,-0.0023476750025208624,0.07556727375832763,everyth
soundtrack,44,-0.13300246836544297,-0.1472263923772077,0.14234963800536263,everyth
synthpop,41,0.013144365044661665,-0.006832091452371167,0.06710152584806524,everyth
thrash metal,37,-0.0919609833071647,-0.1160316543921755,0.1083339603058992,everyth
alternative rock,37,0.02330952857849489,0.08398651667370838,0.12873807552470873,never
ambient,43,-0.2871373093087366,-0.29066142608208784,0.28713730930873654,never
black metal,36,-0.17303642834863733,-0.16558836466277133,0.17498992196365354,never
blues,61,-0.053578649778713315,-0.07037955708553616,0.08702184510038097,never
bossa nova,54,-0.2384444875774093,-0.2373967064415831,0.2384444875774093,never
brazilian rock,34,-0.11756730416322216,-0.12272888209123452,0.1240081405886562,never
classic rock,61,-0.015543227959315729,-0.020436993248772635,0.07077012683047515,never
country,53,0.013210859059700639,0.00947622786375267,0.08567808769962618,never
death metal,33,-0.09498602908454229,-0.08983136994365837,0.09498602908454229,never
disco,46,0.0754746087079499,-0.03141381052108341,0.21309726304783264,never
doom metal,33,-0.06964152910208331,-0.08762670826830637,0.09309389985465043,never
dream pop,34,-0.030329158307012164,-0.024224210845647225,0.10290978296808555,never
easy listening,47,0.15519650056903275,0.10916977413844146,0.21751002868959232,never
electronic,45,-0.18577017088710793,-0.13872944622874242,0.1868795839976966,never
experimental,52,-0.08725447024722338,-0.10077342064433525,0.12135545508346153,never
folk,57,-0.06845913054928147,-0.09951261393961085,0.11259658362544102,never
funk,51,-0.07341262681483661,-0.08935634647047491,0.10671182752046456,never
glam rock,39,0.04731384181822962,0.003553521912136696,0.1530128938041772,never
gothic rock,34,0.03258779506528847,0.046166501746941924,0.14309786649096173,never
grunge,32,-0.02065603409021424,-0.0016294162245253949,0.08845979567933121,never
hard rock,51,0.09298674585889305,0.06982116785284287,0.10372459217112101,never
hardcore,39,0.11404624853649682,0.20119997521287192,0.1889539679819758,never
hardcore punk,32,0.0735770260633282,0.10996315421083681,0.20359843729177596,never
indie rock,33,-0.012132040994258476,0.01743867326265719,0.05129524610625461,never
industrial,35,-0.058457667459794596,-0.030388911122750873,0.0803218383700871,never
jazz,61,-0.0808426711779508,-0.10501967666918466,0.1319216934626415,never
latin,40,-0.13675332229444886,-0.10640381240799253,0.13675332229444886,never
metal,48,0.0931824038958793,0.08049863565649953,0.14783033561986084,never
mpb,53,-0.17945368956667715,-0.18703096791141122,0.17945368956667715,never
new wave,43,0.013125627835667784,0.01212812305658096,0.07915631135183901,never
pop,57,0.16842049968546444,0.11582581910256148,0.16842049968546446,never
pop rock,32,0.08951352693582315,0.09099130271306431,0.12517261739639718,never
post-hardcore,35,0.18114695630554103,0.22711939578723664,0.23187482905862364,never
post-punk,43,0.10635955701430043,0.06467083506307969,0.14738623784029337,never
power metal,34,-0.00818593920826186,0.023371259513889124,0.10483045208034907,never
progressive metal,32,0.04684749292131128,0.002418312468787526,0.0807125788316619,never
progressive rock,53,-0.0393154748224294,-0.02420177554466613,0.07081193461175002,never
psychedelic rock,48,-0.1183100231460168,-0.10492106306218975,0.13192520552450618,never
punk,47,0.0416328635083412,0.05823332021489342,0.0928669382255476,never
rap,32,-0.015563927279143642,-0.013111846721799072,0.05347302039129727,never
reggae,42,-0.024809853532478093,-0.08516009960230794,0.16482203836848566,never
rock,61,0.07653934437120684,0.037234752558474804,0.12152203909027989,never
samba,42,-0.18683277084705902,-0.21908629363476778,0.19457246450767593,never
shoegaze,35,-0.09527956158260908,-0.08643988083912532,0.10761599925228042,never
singer-songwriter,56,0.1282802085898294,0.06472735597403009,0.13998440405343449,never
soft rock,49,0.12106383260800568,0.1397613308677843,0.18070028898462995,never
soul,61,0.14549988100586286,0.12126146638130075,0.16087983398640415,never
soundtrack,44,-0.1538108089704725,-0.16073887586361912,0.16164582250315046,never
synthpop,41,0.04961255499163379,0.04196826703514696,0.19503143681570773,never
thrash metal,37,-0.017859073121090828,-0.009168330144943856,0.08107059692776518,never
alternative rock,37,-0.04683006570934735,-0.03211577334426506,0.050869561684712905,old
ambient,43,-0.11608093736527642,-0.14231032251756956,0.1336722327900766,old
black metal,36,0.015580268858272819,0.003944511915593536,0.059548978947176465,old
blues,61,0.23435771275397935,0.2444153028312024,0.25495757547481923,old
bossa nova,54,0.03608775381279566,0.030685775674737358,0.10919995663277758,old
brazilian rock,34,0.09046989436134784,0.06422945373191044,0.134634739216459,old
classic rock,61,0.08745198876854615,0.06130700753988406,0.1142587290859582,old
country,53,0.36253123832645956,0.38085480156528845,0.37152758303283734,old
death metal,33,-0.06966520194305668,-0.0867923272282556,0.08440519485079254,old
disco,46,-0.07989567747562437,-0.1126361997576519,0.1016255566297683,old
doom metal,33,0.06548407873700343,0.06308124793905048,0.10919572734797224,old
dream pop,34,0.01925198205537044,0.022740077554629028,0.10573556200761274,old
easy listening,47,0.013197495807075802,-0.015294898598487853,0.11943289480301654,old
electronic,45,-0.0818815583377767,-0.1172027799302118,0.16062474705155733,old
experimental,52,-0.0019674198551661174,-0.06857980940530123,0.14877578158691207,old
folk,57,0.24109014221768638,0.21642211585397553,0.24842618874639533,old
funk,51,-0.08316543344336441,-0.08352906357540789,0.10385873965582995,old
glam rock,39,0.03235382900472294,0.010464561749115565,0.11434767956944232,old
gothic rock,34,0.01773319673814439,0.04957488960509361,0.14112062745804183,old
grunge,32,0.02450687231260816,-0.0067370134876741615,0.10419938919749207,old
hard rock,51,-0.019812316352633037,-0.022123612245008445,0.04819349682617313,old
hardcore,39,0.008398958538152904,-0.006224692260128318,0.06236662114564341,old
hardcore punk,32,0.009929331057441159,-0.04217773534299269,0.13705171237112518,old
indie rock,33,0.08129934944340463,0.11018683327342893,0.10591852164700916,old
industrial,35,-0.09269903728216716,-0.11725611920068305,0.10507079835342074,old
jazz,61,-0.02704405293697378,-0.05841595231491699,0.14027524756214252,old
latin,40,-0.1438671715910311,-0.1341688348790679,0.14386717159103113,old
metal,48,-0.04555861742343057,-0.05561606676290844,0.08777313873088,old
mpb,53,0.051227740713345626,0.07112795444142182,0.08558274500943648,old
new wave,43,-0.03912270442412141,-0.043850328597800414,0.06802037555965766,old
pop,57,-0.047743414541655066,-0.06322921340427833,0.0712177504205671,old
pop rock,32,-0.021514417246698288,-0.08240751502887209,0.1503121389527483,old
post-hardcore,35,-0.07797769802736253,-0.06630863025869828,0.08463209700428537,old
post-punk,43,-0.0008964281088608324,-0.03471103874853612,0.08392956986082105,old
power metal,34,0.06672542908940345,0.06385022461401442,0.10113846807409564,old
progressive metal,32,-0.07274042821035803,-0.08339117917379005,0.07690916163420516,old
progressive rock,53,-0.0006199280279151076,-0.010432677550560165,0.07774074734128515,old
psychedelic rock,48,-0.012640053015247966,-0.025058035013974987,0.09299663521293998,old
punk,47,0.09033109365918321,0.09337334858291726,0.1507125224293622,old
rap,32,0.09544906007439294,0.08686365135814098,0.09544906007439294,old
reggae,42,-0.12220472217850502,-0.11382663747681193,0.13207659988470777,old
rock,61,0.01302296409483693,0.025903499515975363,0.06661625870432475,old
samba,42,-0.0909598804483966,-0.11368470082075714,0.12204064439840223,old
shoegaze,35,-0.08155626070111968,-0.07499233093640496,0.08766236761212196,old
singer-songwriter,56,0.20001601781080028,0.15877152118324545,0.2047470010842776,old
soft rock,49,0.006095639739762075,-0.02598049184316418,0.1123124865746531,old
soul,61,-0.043145673010886156,-0.08273005373410124,0.11415420793787802,old
soundtrack,44,-0.11874634536178232,-0.13198220084170725,0.13376731596728167,old
synthpop,41,-0.0632427372573282,-0.07737620863508658,0.11311212735894961,old
thrash metal,37,-0.042759938500771685,-0.05633008919766039,0.09136501993409965,old
alternative rock,37,-0.049036957797595246,-0.043980289688067595,0.049036957797595246,fuck
ambient,43,-0.10537826487232202,-0.11078582087048432,0.10537826487232202,fuck
black metal,36,-0.09275712499529622,-0.08491473074547717,0.09275712499529623,fuck
blues,61,-0.07250358027598786,-0.06557889769641245,0.07250358027598786,fuck
bossa nova,54,-0.004217898745736552,-0.04782222229079916,0.10101845131934849,fuck
brazilian rock,34,0.06913915789752234,-0.07640045403205432,0.195008141004152,fuck
classic rock,61,-0.06977591788374006,-0.06275725414878852,0.07364766863950198,fuck
country,53,-0.08195455538097553,-0.08120588860089964,0.08195455538097551,fuck
death metal,33,0.08582417342705075,0.03886438662024682,0.11598173610353929,fuck
disco,46,-0.10261491528897056,-0.11301868027162258,0.10261491528897053,fuck
doom metal,33,-0.10682992007649479,-0.1031025504616567,0.10682992007649479,fuck
dream pop,34,-0.11868529296205924,-0.12448923775042298,0.11868529296205924,fuck
easy listening,47,-0.08336766682860394,-0.07629209970097983,0.08336766682860391,fuck
electronic,45,-0.08353369857970798,-0.07801183994091372,0.083533698579708,fuck
experimental,52,-0.0679630311718497,-0.06507893177997122,0.06821822177271387,fuck
folk,57,-0.07492541629587021,-0.07419053448707076,0.07492541629587021,fuck
funk,51,0.048934264145346476,-0.03539098693685461,0.1277408739311026,fuck
glam rock,39,-0.015277708925350093,-0.047879864384365346,0.08377626357718707,fuck
gothic rock,34,-0.09558454967077534,-0.09041376321470436,0.09558454967077534,fuck
grunge,32,0.05787679078311114,-0.03576183977068399,0.1259012293981725,fuck
hard rock,51,-0.008642790043465201,-0.027970058402752844,0.06895313121469848,fuck
hardcore,39,0.34558470347391246,0.2983086762577309,0.3612083346095651,fuck
hardcore punk,32,0.6777778525931554,0.3267974281529312,0.6855399759751131,fuck
indie rock,33,-0.09484608887034031,-0.0987417848900434,0.09484608887034031,fuck
industrial,35,0.22360690944403072,0.17968512461846836,0.24132349408894127,fuck
jazz,61,-0.021049994552000326,-0.07629209970097983,0.12024708943350436,fuck
latin,40,-0.06673279645008687,-0.07655252221473097,0.08437210596919081,fuck
metal,48,0.25810592932552184,0.09530472070649283,0.3071538886065124,fuck
mpb,53,-0.0818323534084014,-0.07681294472848212,0.0818323534084014,fuck
new wave,43,-0.10858304513018001,-0.11517629604777677,0.10858304513018001,fuck
pop,57,-0.05920346959638956,-0.062450885544706805,0.05960686226833426,fuck
pop rock,32,-0.11153115751219511,-0.1184491163864369,0.11153115751219511,fuck
post-hardcore,35,-0.008667387216131995,-0.07008311111923178,0.11298428506245153,fuck
post-punk,43,-0.08408977616074394,-0.0877811886535706,0.08964171929715908,fuck
power metal,34,-0.09665093797509731,-0.10078538028128431,0.10169161664021564,fuck
progressive metal,32,-0.10015158269877897,-0.10113178166080575,0.10015158269877897,fuck
progressive rock,53,-0.030092978705462153,-0.040733295806314504,0.06657564714579609,fuck
psychedelic rock,48,-0.04757752182877136,-0.07592834297498341,0.09462546417493001,fuck
punk,47,0.14835249342543008,0.17850797890986192,0.15527361212227378,fuck
rap,32,1.3162844814004817,1.220147946532879,1.3162844814004817,fuck
reggae,42,-0.06579159679629384,-0.06403946675718936,0.0714328469384289,fuck
rock,61,-0.04464071338427138,-0.04614570850659921,0.04464071338427136,fuck
samba,42,-0.08444269932832604,-0.08690690088263732,0.08444269932832604,fuck
shoegaze,35,-0.11135959225687285,-0.11822135124963529,0.11135959225687285,fuck
singer-songwriter,56,-0.04588834675480191,-0.07329560870272235,0.09419458467707639,fuck
soft rock,49,-0.10054560229259848,-0.11078582087048432,0.10054560229259851,fuck
soul,61,-0.06321839840584288,-0.0646383056299475,0.0632183984058429,fuck
soundtrack,44,-0.08418657824009537,-0.09391396108135132,0.11471843050922695,fuck
synthpop,41,-0.09851973502321873,-0.10553735451458249,0.09851973502321873,fuck
thrash metal,37,0.5339747363534646,0.32138066418856065,0.5339747363534646,fuck
alternative rock,37,0.04942612833814536,0.022491724700196652,0.06325311093772606,littl
ambient,43,-0.18506370046306742,-0.19949270299580954,0.18648905299176513,littl
black metal,36,-0.1974504497011369,-0.18772780416715673,0.19745044970113693,littl
blues,61,0.2264464813542131,0.18554654009481023,0.23602725568259794,littl
bossa nova,54,0.03983931002431379,0.06344140949448558,0.1173122741613905,littl
brazilian rock,34,-0.011895580722106839,-0.012245229072238123,0.08710851029536777,littl
classic rock,61,0.0726258567682441,0.061533962304214054,0.0877933986017005,littl
country,53,0.22503716281208325,0.27398591414639895,0.27499705545713493,littl
death metal,33,-0.20189577329292682,-0.20584110456105661,0.20189577329292682,littl
disco,46,0.02897371855819097,-0.015300750470312971,0.15451162603954316,littl
doom metal,33,-0.14480656239745546,-0.14830519070707046,0.15309093844154545,littl
dream pop,34,-0.010446425194738651,-0.043274974324823336,0.1269236158001581,littl
easy listening,47,-0.03407936519278668,-0.06349933665575425,0.12820752701541477,littl
electronic,45,-0.05980101709697135,-0.06465220830488662,0.0983298260709142,littl
experimental,52,0.031236202130344535,-0.027735442566538423,0.12693007898536288,littl
folk,57,0.05241401039877899,0.05507481259690982,0.10207673932908727,littl
funk,51,0.04599192215739812,0.03312625223467207,0.08229761157755089,littl
glam rock,39,0.17730247199648902,0.052259487517155874,0.21729680394267525,littl
gothic rock,34,-0.11853556220611759,-0.10438113423473354,0.12210782767498474,littl
grunge,32,0.03352047660490915,0.00266953572693367,0.06508151219085484,littl
hard rock,51,0.0032379177080968467,-0.017517592430797223,0.06051965149357636,littl
hardcore,39,-0.10370000220822573,-0.11827744817323099,0.10370000220822573,littl
hardcore punk,32,-0.14926681706600192,-0.1606360629356428,0.14926681706600192,littl
indie rock,33,0.07882779296721797,0.02483852663895753,0.1010025179899448,littl
industrial,35,-0.07178260018416412,-0.06506017865796324,0.08896045516935694,littl
jazz,61,-0.06172965892203373,-0.08960556841261304,0.10814772705967383,littl
latin,40,0.04506640116780609,0.08706265196381625,0.1329981278317495,littl
metal,48,-0.06613694628636502,-0.07432348399135376,0.11002889927961491,littl
mpb,53,-0.045721467543186865,-0.04664281257743112,0.09674646176945487,littl
new wave,43,-0.021561633454479666,-0.014859299612895411,0.05946909159666946,littl
pop,57,0.08366918730362836,0.06603461357248906,0.10613017631599689,littl
pop rock,32,0.010583807011192263,0.028000375366461633,0.0698533723381553,littl
post-hardcore,35,-0.10747830027463726,-0.15034545393371437,0.11225923126154025,littl
post-punk,43,-0.027002745699901843,-0.05739897317325436,0.09190279327072298,littl
power metal,34,-0.07467307732239668,-0.09773996285740763,0.11864640988798855,littl
progressive metal,32,-0.16324773782265528,-0.17769541530542815,0.16324773782265528,littl
progressive rock,53,-0.008971336783725567,-0.020476071212887886,0.09494382783029823,littl
psychedelic rock,48,-0.04045643685550169,-0.026340262959645186,0.08847038580317786,littl
punk,47,0.027216465656250403,0.003689410208384789,0.06524296631986816,littl
rap,32,0.14774909235963915,0.11409006772816388,0.15001638160860625,littl
reggae,42,0.14186931147961812,0.10605757782120265,0.18409344003016007,littl
rock,61,0.011791913153825646,0.013955865139466823,0.07158823304217977,littl
samba,42,-0.07599169485108857,-0.10627016428067818,0.13909967615039254,littl
shoegaze,35,-0.08171947656304898,-0.0953086746992143,0.09031702415071456,littl
singer-songwriter,56,0.09693191237159039,0.08085871453923604,0.16137227498411624,littl
soft rock,49,0.09707495650006626,0.06694775067278766,0.17440046186222063,littl
soul,61,0.05094568599491776,0.03372769628061589,0.07661811331968296,littl
soundtrack,44,-0.12307111684414772,-0.1184778200106665,0.12634521479751468,littl
synthpop,41,-0.03936004886511924,-0.059276763992864766,0.09380310891733833,littl
thrash metal,37,-0.1792192707994593,-0.18282365947351764,0.17921927079945932,littl
alternative rock,37,0.01483135189986057,0.04096217403013069,0.0863275094861726,lose
ambient,43,-0.17641042070134266,-0.20807869420221314,0.17853368103649794,lose
black metal,36,-0.053312596023801305,-0.06841457908604803,0.10316890140095698,lose
blues,61,0.020336421220055297,0.0211670180906489,0.08609610425532709,lose
bossa nova,54,0.00997580518076987,0.0017937529454331272,0.15501808483869042,lose
brazilian rock,34,0.11914412589459845,0.10195463762704035,0.1302175408219096,lose
classic rock,61,-0.04807891646791312,-0.04434386449714022,0.08635892290114239,lose
country,53,0.038294723998992725,0.009400324480023911,0.11401191348149399,lose
death metal,33,0.04143141490732817,0.04454060486679618,0.07249787024076046,lose
disco,46,0.02006975147552467,-0.010271942473911631,0.09262010244110114,lose
doom metal,33,0.11452472115105997,0.06868878289727116,0.12159780812625108,lose
dream pop,34,-0.04064416881498954,-0.05427339401922027,0.09375504119881697,lose
easy listening,47,0.16190240803852576,0.1543821831829389,0.18479676010870796,lose
electronic,45,-0.05942569672165575,-0.0940333499442851,0.16409421417007472,lose
experimental,52,-0.00498617300034658,-0.10317135554821044,0.20363719000452907,lose
